population-level,bf.log,priors
diagnosis + expected + phase + difficulty + diagnosis:expected + expected:phase + expected:difficulty + phase:difficulty,79.6829,sdx0.25
diagnosis + expected + phase + difficulty + diagnosis:phase + expected:phase + expected:difficulty + phase:difficulty,76.6008,sdx0.25
diagnosis + expected + phase + difficulty + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty,82.2743,sdx0.25
diagnosis + expected + phase + difficulty + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,84.5011,sdx0.25
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty,80.3569,sdx0.25
diagnosis + expected + phase + difficulty + diagnosis:expected + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,80.1065,sdx0.25
diagnosis + expected + phase + difficulty + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,84.3136,sdx0.25
expected + phase + difficulty + expected:phase,62.9554,sdx0.125
diagnosis + expected + phase + difficulty + expected:phase,66.5176,sdx0.125
expected + phase + difficulty + expected:phase + expected:difficulty,69.8482,sdx0.125
expected + phase + difficulty + expected:phase + phase:difficulty,66.9532,sdx0.125
diagnosis + expected + phase + difficulty + expected:phase + expected:difficulty,72.4367,sdx0.125
diagnosis + expected + phase + difficulty + expected:phase + phase:difficulty,69.6374,sdx0.125
expected + phase + difficulty + expected:phase + expected:difficulty + phase:difficulty,72.4357,sdx0.125
diagnosis + expected + phase + difficulty + diagnosis:expected + expected:phase + expected:difficulty,69.3499,sdx0.125
diagnosis + expected + phase + difficulty + diagnosis:phase + expected:phase + expected:difficulty,67.1159,sdx0.125
diagnosis + expected + phase + difficulty + diagnosis:difficulty + expected:phase + expected:difficulty,71.9045,sdx0.125
diagnosis + expected + phase + difficulty + expected:phase + expected:difficulty + phase:difficulty,75.8675,sdx0.125
expected + phase + difficulty + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,73.7291,sdx0.125
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:difficulty + expected:phase + expected:difficulty,70.2975,sdx0.125
diagnosis + expected + phase + difficulty + diagnosis:expected + expected:phase + expected:difficulty + phase:difficulty,72.8219,sdx0.125
diagnosis + expected + phase + difficulty + diagnosis:phase + expected:phase + expected:difficulty + phase:difficulty,69.3399,sdx0.125
diagnosis + expected + phase + difficulty + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty,75.7835,sdx0.125
diagnosis + expected + phase + difficulty + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,75.5027,sdx0.125
diagnosis + expected + phase + difficulty + diagnosis:expected + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty,72.7618,sdx0.125
diagnosis + expected + phase + difficulty + diagnosis:expected + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,73.8462,sdx0.125
diagnosis + expected + phase + difficulty + diagnosis:difficulty + expected:phase + expected:difficulty + phase:difficulty + expected:phase:difficulty,76.3754,sdx0.125
